MN,HD,HR,HIP,Name,OtherDesignations,ProperName,Bayer,Flamsteed,Constellation,RAJ2000,DecJ2000,pmRA,pmDec,RadVel,Parallax,Vmag,B-V,SpType,IsMultiple,IsVariable,UpdateName
104,89484,4057,50583,Algieba,41 Leo/41Gam1Leo/HD 89484/HD 89485/HIP 50583/HR 4057/HR 4058/SAO 81298/SAO 81299/Σ 1424/γ1 Leo/γ1 Leo A/γ1 Leo B/γ2 Leo,Algieba,γ1 Leo,41 Leo,Leo,154.993144,19.841489,306.0,-147.0,-37.0,22.0,2.61,1.15,K1-IIIbFe-0.5,1.0,1.0,2016-07-20
105,135742,5685,74785,Zubeneschamali,27 Lib/27Bet Lib/HD 135742/HR 5685/RBR 7/β Lib,Zubeneschamali,β Lib,27 Lib,Lib,229.251724,-9.382914,-96.0,-19.0,-35.0,-3.0,2.61,-0.11,B8V,0.0,1.0,2016-08-21
106,140573,5854,77070,Unukalhai,24 Ser/24Alp Ser/HD 140573/HJ 1277/HR 5854/α Ser,Unukalhai,α Ser,24 Ser,Ser,236.066976,6.425629,137.0,47.0,3.0,53.0,2.63,1.17,K2IIIbCN1,0.0,0.0,2016-08-21
107,37795,1956,26634,Phact,Alp Col/HD 37795/HDO 193/HR 1956/α Col,Phact,α Col,,Col,84.912254,-34.07411,7.0,-26.0,35.0,1.0,2.65,-0.12,B7IVe,0.0,1.0,2016-07-20
108,40312,2095,28380,Mahasim,37 Aur/37The Aur/HD 40312/HR 2095/ΟΣ 545/θ Aur,Mahasim,θ Aur,37 Aur,Aur,89.930292,37.212585,48.0,-81.0,30.0,22.0,2.65,-0.08,A0pSi,0.0,1.0,2017-06-30
109,109379,4786,61359,Kraz,9 Crv/9Bet Crv/HD 109379/HR 4786/β Crv,Kraz,β Crv,9 Crv,Crv,188.59681,-23.396759,2.0,-54.0,-8.0,34.0,2.65,0.89,G5II,0.0,1.0,2018-06-01
110,8538,403,6686,Ruchbah,37 Cas/37Del Cas/HD 8538/HR 403/β pm 19/δ Cas,Ruchbah,δ Cas,37 Cas,Cas,21.453964,60.235284,297.0,-51.0,7.0,37.0,2.66,0.13,A5III-IV,0.0,1.0,2016-08-21
111,121370,5235,67927,Muphrid,8 Boo/8Eta Boo/HD 121370/HR 5235/SHJ 169/η Boo,Muphrid,η Boo,8 Boo,Boo,208.671161,18.397717,-63.0,-358.0,0.0,108.0,2.68,0.58,G0IV,0.0,0.0,2016-09-12
112,132058,5571,73273,β Lup,Bet Lup/HD 132058/HR 5571/WFC 159/β Lup,,β Lup,,Lup,224.63291666666663,-43.13388888888889,-35.0,-39.0,0.0,,2.68,-0.22,B2III/IV,0.0,0.0,
113,31398,1577,23015,Hassaleh,3 Aur/3Iot Aur/HD 31398/HR 1577/ι Aur,Hassaleh,ι Aur,3 Aur,Aur,74.248421,33.1661,3.0,-18.0,18.0,21.0,2.69,1.53,K3II,0.0,1.0,2017-06-30
114,93497,4216,52727,μ Vel,HD 93497/HR 4216/Mu Vel/R 155/μ Vel,,μ Vel,,Vel,161.6925,-49.42,74.0,-48.0,6.0,22.0,2.69,0.9,G5III+G2V,0.0,0.0,
115,109668,4798,61585,α Mus,Alp Mus/DON 541/HD 109668/HR 4798/RIZ 4/SHT 45/α Mus,,α Mus,,Mus,189.29583333333332,-69.13555555555556,-48.0,-13.0,13.0,,2.69,-0.2,B2IV-V,0.0,1.0,
116,11636,553,8903,Sheratan,6 Ari/6Bet Ari/HD 11636/HR 553/MKT 3/β Ari,Sheratan,β Ari,6 Ari,Ari,28.660046,20.808031,96.0,-111.0,-2.0,74.0,2.7,0.13,A5V,0.0,1.0,2016-07-20
117,56855,2773,35264,π Pup,HD 56855/HDS 1008/HR 2773/Pi Pup/Δ 43/π Pup,,π Pup,,Pup,109.28583333333331,-37.0975,-9.0,4.0,16.0,32.0,2.7,1.62,K3Ib,0.0,1.0,
118,129989,5506,0,HD 129989,36Eps Boo/HD 129989/HR 5506,,,,,221.24666666666664,27.074166666666667,-49.0,21.0,-17.0,16.0,2.7,0.97,K0-II-III,1.0,0.0,
119,158408,6508,85696,Lesath,34 Sco/34Ups Sco/HD 158408/HR 6508/υ Sco,Lesath,υ Sco,34 Sco,Sco,262.690979,-37.295813,-1.0,-31.0,8.0,,2.7,-0.22,B2IV,0.0,0.0,2016-08-21
120,168454,6859,89931,Kaus Media,19 Sgr/19Del Sgr/HD 168454/HR 6859/δ Sgr/λ 350,Kaus Media,δ Sgr,19 Sgr,Sgr,275.248508,-29.828104,35.0,-28.0,-20.0,47.0,2.72,1.38,K3-IIIa*,0.0,0.0,2016-07-20
121,186791,7525,97278,Tarazed,50 Aql/50Gam Aql/DAL 44/HD 186791/HR 7525/SMR 36/β pm 198/γ Aql,Tarazed,γ Aql,50 Aql,Aql,296.564915,10.613262,18.0,-2.0,-2.0,16.0,2.72,1.52,K3II,0.0,0.0,2016-08-21
122,146051,6056,79593,Yed Prior,1 Oph/1Del Oph/HD 146051/HR 6056/β pm 164/δ Oph,Yed Prior,δ Oph,1 Oph,Oph,243.586411,-3.694323,-44.0,-143.0,-20.0,34.0,2.73,1.58,M0.5III,0.0,1.0,2016-10-05
123,148387,6132,80331,Athebyne,14 Dra/14Eta Dra/HD 148387/HR 6132/SMY 9002/ΟΣ 312/β 9008/η Dra,Athebyne,η Dra,14 Dra,Dra,245.997858,61.514214,-17.0,61.0,-14.0,51.0,2.73,0.91,G8-IIIab,0.0,1.0,2017-09-05
124,106490,4656,59747,Imai,Del Cru/HD 106490/HR 4656/δ Cru,Imai,δ Cru,,Cru,183.78632,-58.748927,-41.0,-9.0,22.0,3.0,2.75,-0.23,B2IV,0.0,1.0,2018-08-10
125,115892,5028,65109,ι Cen,HD 115892/HR 5028/Iot Cen/ι Cen,,ι Cen,,Cen,200.14916666666667,-36.71222222222222,-341.0,-85.0,0.0,62.0,2.75,0.04,A2V,0.0,0.0,
126,130841,5531,72622,Zubenelgenubi,9 Lib/9Alp2Lib/ALP 30/AOT 53/CAB 1/DSG 17/HD 130841/HR 5531/SHJ 186/α2 Lib,Zubenelgenubi,α2 Lib,9 Lib,Lib,222.719638,-16.041777,-106.0,-67.0,-10.0,58.0,2.75,0.15,A3IV,0.0,1.0,2016-08-21
127,93030,4199,52419,θ Car,HD 93030/HR 4199/The Car/θ Car,,θ Car,,Car,160.73916666666668,-64.39444444444445,-23.0,10.0,24.0,,2.76,-0.22,B0Vp,0.0,0.0,
128,161096,6603,86742,Cebalrai,60 Oph/60Bet Oph/HD 161096/HR 6603/β Oph,Cebalrai,β Oph,60 Oph,Oph,265.868136,4.5673,-40.0,159.0,-12.0,33.0,2.76,1.16,K2III,0.0,0.0,2016-08-21
129,33111,1666,23875,Cursa,67 Eri/67Bet Eri/DRS 41/HD 33111/HR 1666/β Eri/β pm 74,Cursa,β Eri,67 Eri,Eri,76.96244,-5.086446,-95.0,-81.0,-9.0,50.0,2.78,0.13,A3III,0.0,1.0,2016-07-20
130,138690,5776,76297,γ Lup,Gam Lup/HD 138690/HJ 4786/HR 5776/RIZ 15/γ Lup,,γ Lup,,Lup,233.7854166666667,-41.16694444444444,-15.0,-28.0,2.0,8.0,2.78,-0.2,B2IV,0.0,0.0,
131,148856,6148,80816,Kornephoros,27 Her/27Bet Her/BLA 4/HD 148856/HR 6148/β Her/β pm 170,Kornephoros,β Her,27 Her,Her,247.554998,21.489611,-98.0,-15.0,-26.0,24.0,2.78,0.94,G7IIIa,0.0,1.0,2016-08-21
132,159181,6536,85670,Rastaban,23 Dra/23Bet Dra/HD 159181/HR 6536/β 1090/β Dra,Rastaban,β Dra,23 Dra,Dra,262.608174,52.301389,-16.0,15.0,-20.0,13.0,2.79,0.98,G2Ib-IIa,0.0,0.0,2016-08-21
133,2151,98,2021,β Hyi,Bet Hyi/HD 2151/HR 98/β Hyi,,β Hyi,,Hyi,6.437916666666667,-77.25416666666666,2215.0,324.0,23.0,153.0,2.8,0.62,G2IV,0.0,1.0,
134,37043,1899,26241,Hatysa,44 Ori/44Iot Ori/CHR 250/HD 37043/HR 1899/Σ 752/ι Ori,Hatysa,ι Ori,44 Ori,Ori,83.858258,-5.909901,0.0,1.0,22.0,25.0,2.8,-0.24,O9III,0.0,1.0,2017-09-05
135,150680,6212,81693,ζ Her,40 Her/40Zet Her/HD 150680/HR 6212/Σ 2084/ζ Her,,ζ Her,40 Her,Her,250.3216666666667,31.60305555555556,-470.0,394.0,-70.0,102.0,2.81,0.65,G0IV,0.0,1.0,
136,149438,6165,81266,Paikauhale,23 Sco/23Tau Sco/HD 149438/HR 6165/RIZ 18/τ Sco,Paikauhale,τ Sco,23 Sco,Sco,248.970637,-28.216017,-8.0,-22.0,2.0,20.0,2.82,-0.25,B0V,0.0,0.0,2018-08-10
137,169916,6913,90496,Kaus Borealis,22 Sgr/22Lam Sgr/HD 169916/HR 6913/WFC 208/λ Sgr,Kaus Borealis,λ Sgr,22 Sgr,Sgr,276.992668,-25.421701,-44.0,-185.0,-43.0,53.0,2.82,1.04,K1+IIIb,0.0,0.0,2016-07-20
138,886,39,1067,Algenib,88 Peg/88Gam Peg/HD 886/HR 39/β pm 3/γ Peg,Algenib,γ Peg,88 Peg,Peg,3.308963,15.183594,3.0,-12.0,4.0,-2.0,2.83,-0.23,B2IV,0.0,1.0,2016-06-30
139,36079,1829,25606,Nihal,9 Lep/9Bet Lep/HD 36079/HJ 3761/HR 1829/β 320/β Lep,Nihal,β Lep,9 Lep,Lep,82.061346,-20.759441,-4.0,-89.0,-14.0,20.0,2.83,0.82,G5II,0.0,1.0,2016-07-20
140,67523,3185,39757,Tureis,15 Pup/15Rho Pup/HD 67523/HR 3185/RST 5284/ρ Pup,Tureis,ρ Pup,15 Pup,Pup,121.886037,-24.304324,-83.0,49.0,46.0,35.0,2.83,0.43,F6IIpDel Del,0.0,1.0,2016-09-12
141,23630,1165,17702,Alcyone,25 Tau/25Eta Tau/HD 23630/HL 23/HR 1165/OCC 251/Σ I 8/η Tau,Alcyone,η Tau,25 Tau,Tau,56.871152,24.105136,19.0,-46.0,10.0,8.0,2.85,-0.09,B7IIIe,0.0,0.0,2016-06-30
142,24398,1203,18246,ζ Per,44 Per/44Zet Per/HD 24398/HR 1203/Σ 464/ζ Per,,ζ Per,44 Per,Per,58.532916666666665,31.88361111111111,6.0,-10.0,20.0,10.0,2.85,0.12,B1Ib,0.0,1.0,
143,113226,4932,63608,Vindemiatrix,47 Vir/47Eps Vir/HD 113226/HR 4932/β pm 147/ε Vir,Vindemiatrix,ε Vir,47 Vir,Vir,195.544157,10.959149,-273.0,20.0,-14.0,43.0,2.85,0.94,G8IIIab,0.0,1.0,2016-07-20
144,141891,5897,77952,β TrA,Bet TrA/HD 141891/HR 5897/LDS 542/β TrA,,β TrA,,TrA,238.78541666666663,-63.43055555555555,-191.0,-398.0,0.0,83.0,2.85,0.29,F2III,0.0,0.0,
145,157244,6461,85258,β Ara,Bet Ara/HD 157244/HR 6461/β Ara,,β Ara,,Ara,261.325,-55.53,-8.0,-25.0,0.0,34.0,2.85,1.46,K3Ib-IIa,0.0,0.0,
146,207098,8322,107556,Deneb Algedi,49 Cap/49Del Cap/HD 207098/HJ 3056/HR 8322/δ Cap,Deneb Algedi,δ Cap,49 Cap,Cap,326.760184,-16.127287,263.0,-297.0,-6.0,87.0,2.85,0.29,Am,0.0,1.0,2017-02-01
147,12311,591,9236,α Hyi,Alp Hyi/HD 12311/HR 591/α Hyi,,α Hyi,,Hyi,29.6925,-61.56972222222223,264.0,27.0,1.0,48.0,2.86,0.28,F0V,0.0,0.0,
148,211416,8502,110130,α Tuc,Alp Tuc/HD 211416/HR 8502/α Tuc,,α Tuc,,Tuc,334.62541666666664,-60.25972222222222,-72.0,-43.0,42.0,26.0,2.86,1.39,K3III,0.0,0.0,
149,44478,2286,30343,Tejat,13 Gem/13Mu Gem/HD 44478/HR 2286/Lβ 3/β 1059/μ Gem,Tejat,μ Gem,13 Gem,Gem,95.740112,22.513583,54.0,-111.0,55.0,20.0,2.87,1.64,M3IIIab,0.0,1.0,2017-02-01
150,18622,897,13847,Acamar,HD 18622/HD 18623/HIP 13847/HR 897/HR 898/PZ 2/SAO 216113/SAO 216114/The1Eri/θ1 Eri/θ1 Eri A/θ1 Eri B/θ2 Eri,Acamar,θ1 Eri,,Eri,44.565311,-40.304672,-45.0,19.0,12.0,35.0,2.88,0.14,A4III,1.0,1.0,2016-07-20
151,60178,2890,0,HD 60178,66Alp Gem/HD 60178/HR 2890,,,,,113.65,31.88861111111111,-172.0,-99.0,-1.0,67.0,2.88,0.04,A2Vm,1.0,0.0,
152,178524,7264,94141,Albaldah,41 Sgr/41Pi Sgr/HD 178524/HR 7264/π Sgr/φ 311,Albaldah,π Sgr,41 Sgr,Sgr,287.440971,-21.023615,0.0,-35.0,-10.0,26.0,2.88,0.35,F2II,0.0,1.0,2017-09-05
153,24760,1220,18532,ε Per,45 Per/45Eps Per/ARN 59/HD 24760/HR 1220/Σ 471/ε Per,,ε Per,45 Per,Per,59.46333333333334,40.01027777777778,18.0,-26.0,1.0,9.0,2.89,-0.18,B0.5V+A2V,0.0,1.0,
154,58715,2845,36188,Gomeisa,3 CMi/3Bet CMi/HD 58715/HR 2845/JNN 7/SLE 571/β CMi/β pm 101,Gomeisa,β CMi,3 CMi,CMi,111.787674,8.289316,-52.0,-38.0,22.0,19.0,2.89,-0.09,B8Ve,0.0,1.0,2016-07-20
155,112413,4915,63125,Cor Caroli,12 CVn A/12Alp2CVn/HD 112413/HR 4915/Σ 1692/α2 CVn,Cor Caroli,α2 CVn,,CVn,194.006943,38.318376,-234.0,56.0,-3.0,27.0,2.89,-0.12,A0pSiEuHg,0.0,1.0,2016-07-20
156,135382,5671,74946,γ TrA,Gam TrA/HD 135382/HR 5671/WFC 164/γ TrA,,γ TrA,,TrA,229.7275,-68.67944444444444,-72.0,-31.0,-3.0,10.0,2.89,0.0,A1V,0.0,1.0,
157,143018,5944,78265,Fang,6 Sco/6Pi Sco/HD 143018/HR 5944/SHT 60/β 622/π Sco,Fang,π Sco,6 Sco,Sco,239.712972,-26.114108,-11.0,-26.0,-3.0,10.0,2.89,-0.19,B1V+B2V,0.0,1.0,2017-06-30
158,147165,6084,80112,Alniyat,20 Sco/20Sig Sco/BLM 4/H 4 121/HD 147165/HR 6084/NOR 1/σ Sco,Alniyat,σ Sco,20 Sco,Sco,245.297149,-25.592792,-10.0,-21.0,3.0,,2.9,0.13,B1III,0.0,1.0,2017-02-01
159,186882,7528,97165,Fawaris,18 Cyg/18Del Cyg/DAL 37/HD 186882/HR 7528/Σ 2579/δ Cyg,Fawaris,δ Cyg,18 Cyg,Cyg,296.243658,45.13081,53.0,47.0,-20.0,30.0,2.9,-0.03,B9.5IV+F1V,0.0,1.0,2018-06-01
160,204867,8232,106278,Sadalsuud,22 Aqr/22Bet Aqr/H 5 76/HD 204867/HR 8232/β 73/β Aqr,Sadalsuud,β Aqr,22 Aqr,Aqr,322.889715,-5.571176,21.0,-8.0,7.0,6.0,2.9,0.83,G0Ib,0.0,0.0,2016-08-21
161,18925,915,14328,γ Per,23 Per/23Gam Per/HD 18925/HJ 2170/HR 915/WRH 29/γ Per,,γ Per,23 Per,Per,46.19916666666667,53.506388888888885,0.0,-5.0,3.0,16.0,2.93,0.7,G8III+A2V,0.0,0.0,
162,50310,2553,32768,τ Pup,HD 50310/HR 2553/Tau Pup/τ Pup,,τ Pup,,Pup,102.48416666666668,-50.61472222222223,36.0,-70.0,36.0,,2.93,1.2,K1III,0.0,0.0,
163,215182,8650,112158,Matar,44 Peg/44Eta Peg/BLA 11/FYM 145/HD 215182/HR 8650/β 1144/η Peg,Matar,η Peg,44 Peg,Peg,340.750579,30.221244,15.0,-25.0,4.0,17.0,2.93,0.86,G2II-III+F0V,0.0,1.0,2016-08-21
164,108767,4757,60965,Algorab,7 Crv/7Del Crv/HD 108767/HR 4757/SHJ 145/δ Crv,Algorab,δ Crv,7 Crv,Crv,187.466063,-16.515431,-210.0,-138.0,9.0,24.0,2.94,-0.05,B9.5V,0.0,1.0,2016-07-20
165,158427,6510,85792,α Ara,Alp Ara/HD 158427/HJ 4955/HR 6510/α Ara,,α Ara,,Ara,262.9604166666666,-49.87611111111112,-31.0,-70.0,0.0,7.0,2.95,-0.17,B2Vne,0.0,1.0,
166,209750,8414,109074,Sadalmelik,34 Aqr/34Alp Aqr/HD 209750/HR 8414/SKF 1651/α Aqr/β pm 232,Sadalmelik,α Aqr,34 Aqr,Aqr,331.445983,-0.319849,20.0,-10.0,8.0,12.0,2.95,0.98,G2Ib,0.0,0.0,2016-08-21
167,25025,1231,18543,Zaurak,34 Eri/34Gam Eri/HD 25025/HJ 3608/HR 1231/γ Eri,Zaurak,γ Eri,34 Eri,Eri,59.50736,-13.508516,61.0,-111.0,62.0,10.0,2.97,1.59,M0.5IIICa-1Cr-1,0.0,1.0,2016-07-20
168,37202,1910,26451,Tianguan,123 Tau/123Zet Tau/HD 37202/HR 1910/ζ Tau,Tianguan,ζ Tau,123 Tau,Tau,84.411189,21.142544,0.0,-21.0,20.0,8.0,2.97,-0.19,B4IIIpe,0.0,1.0,2017-06-30
169,84441,3873,47908,ε Leo,17 Leo/17Eps Leo/HD 84441/HR 3873/ε Leo,,ε Leo,17 Leo,Leo,146.46291666666664,23.774166666666662,-46.0,-11.0,4.0,10.0,2.98,0.8,G1II,0.0,1.0,
170,165135,6746,88635,Alnasl,10 Sgr/10Gam2Sgr/HD 165135/HR 6746/γ Sgr/γ2 Sgr,Alnasl,γ Sgr,10 Sgr,Sgr,271.452025,-30.4241,-53.0,-185.0,22.0,25.0,2.98,1.0,K0III,0.0,1.0,2016-08-21
171,177724,7235,93747,Okab,17 Aql/17Zet Aql/DRS 63/HD 177724/HR 7235/POP 1225/β 287/ζ Aql,Okab,ζ Aql,17 Aql,Aql,286.352533,13.863477,-5.0,-96.0,-25.0,45.0,2.99,0.01,A0Vn,0.0,1.0,2018-06-01
172,13161,622,10064,β Tri,4 Tri/4Bet Tri/HD 13161/HR 622/MKT 4/β Tri,,β Tri,4 Tri,Tri,32.38583333333333,34.98722222222222,150.0,-40.0,10.0,22.0,3.0,0.14,A5III,0.0,0.0,
173,105707,4630,59316,ε Crv,2 Crv/2Eps Crv/HD 105707/HR 4630/ε Crv,,ε Crv,2 Crv,Crv,182.53125,-22.619722222222222,-71.0,14.0,5.0,27.0,3.0,1.33,K2.5IIIaBa0.2:,0.0,1.0,
174,115659,5020,64962,γ Hya,46 Hya/46Gam Hya/HD 115659/HR 5020/SMY 3/γ Hya,,γ Hya,46 Hya,Hya,199.73041666666668,-23.171666666666667,64.0,-45.0,-5.0,27.0,3.0,0.92,G8-IIIa,0.0,1.0,
175,137422,5735,75097,Pherkad,13 UMi/13Gam UMi/HD 137422/HR 5735/γ UMi,Pherkad,γ UMi,13 UMi,UMi,230.18215,71.834017,-19.0,20.0,-4.0,3.0,3.0,0.05,A3II-III,0.0,1.0,2016-08-21
176,151890,6247,82514,Xamidimura,HD 151890/HR 6247/Mu 1Sco/SHT 72/SKF 2608/WFC 181/μ1 Sco,Xamidimura,μ1 Sco,,Sco,252.96763,-38.04738,-11.0,-25.0,-25.0,,3.0,-0.2,B1.5V+B6.5V,0.0,1.0,2017-09-05
177,207971,8353,108085,Aldhanab,Gam Gru/HD 207971/HR 8353/γ Gru,Aldhanab,γ Gru,,Gru,328.482192,-37.364855,102.0,-21.0,-2.0,13.0,3.0,-0.12,B8III,0.0,0.0,2017-09-05
178,22928,1122,17358,δ Per,39 Per/39Del Per/HD 22928/HDS 473/HR 1122/STU 17/β pm 46/δ Per,,δ Per,39 Per,Per,55.73125,47.7875,28.0,-34.0,4.0,16.0,3.01,-0.13,B5IIIe,0.0,1.0,
179,85123,3890,48002,υ Car,HD 85123/HD 85124/HIP 48002/HR 3890/HR 3891/RMK 11/SAO 250695/SAO 250696/Ups Car/υ Car/υ Car A/υ Car B,,υ Car,,Car,146.77541666666667,-65.07194444444444,-12.0,11.0,14.0,27.0,3.01,0.28,A6Ib,1.0,0.0,
180,96833,4335,54539,ψ UMa,52 UMa/52Psi UMa/HD 96833/HR 4335/ψ UMa,,ψ UMa,52 UMa,UMa,167.41583333333335,44.49861111111111,-65.0,-28.0,-4.0,,3.01,1.14,K1III,0.0,0.0,
181,44402,2282,30122,Furud,1 CMa/1Zet CMa/HD 44402/HR 2282/SMY 1/TOK 821/ζ CMa,Furud,ζ CMa,1 CMa,CMa,95.0783,-30.063367,9.0,3.0,32.0,4.0,3.02,-0.19,B2.5V,0.0,1.0,2016-07-20
182,53138,2653,33977,ο2 CMa,24 CMa/24Omi2CMa/HD 53138/HR 2653/ο2 CMa,,ο2 CMa,24 CMa,CMa,105.75625,-23.83333333333333,-4.0,3.0,48.0,,3.02,-0.08,B3Iab,0.0,0.0,
183,31964,1605,23416,Almaaz,7 Aur/7Eps Aur/HD 31964/HR 1605/SMR 25/STU 19/β 554/ε Aur,Almaaz,ε Aur,7 Aur,Aur,75.492219,43.823307,-1.0,-4.0,-3.0,7.0,3.03,0.54,F0Iae+B,0.0,1.0,2017-02-01
184,161471,6615,87073,ι1 Sco,HD 161471/HR 6615/Iot1Sco/ι1 Sco/λ 338,,ι1 Sco,,Sco,266.89625,-40.12694444444445,0.0,-8.0,-28.0,19.0,3.03,0.51,F2Iae,0.0,0.0,
185,120324,5193,67472,μ Cen,HD 120324/HDO 226/HR 5193/Mu Cen/RIZ 8/SHT 53/μ Cen,,μ Cen,,Cen,207.40416666666667,-42.473888888888894,-23.0,-20.0,9.0,,3.04,-0.17,B2IV-Ve,0.0,1.0,
186,127762,5435,71075,Seginus,27 Boo/27Gam Boo/BLM 3/HD 127762/HR 5435/β 616/γ Boo,Seginus,γ Boo,27 Boo,Boo,218.019466,38.308251,-114.0,153.0,-37.0,25.0,3.04,0.19,A7III,0.0,1.0,2016-08-21
187,110879,4844,62322,β Mus,Bet Mus/HD 110879/HR 4844/R 207/RIZ 5/β Mus,,β Mus,,Mus,191.5704166666667,-68.10805555555555,-39.0,-17.0,42.0,15.0,3.05,-0.18,B2.5V,0.0,0.0,
188,193495,7776,100345,Dabih,9 Cap/9Bet Cap/BLA 7/HD 193495/HJ 2948/HR 7776/β Cap/β1 Cap,Dabih,β Cap,9 Cap,Cap,305.252803,-14.781405,42.0,2.0,-19.0,10.0,3.05,0.79,F8V+A0,0.0,0.0,2016-08-21
189,48329,2473,32246,Mebsuta,27 Gem/27Eps Gem/HD 48329/HR 2473/S 533/ε Gem,Mebsuta,ε Gem,27 Gem,Gem,100.983026,25.131127,-6.0,-13.0,10.0,17.0,3.06,1.4,G8Ib,0.0,1.0,2016-07-20
190,89758,4069,50801,Tania Australis,34 UMa/34Mu UMa/HD 89758/HR 4069/μ UMa,Tania Australis,μ UMa,34 UMa,UMa,155.58225,41.499519,-82.0,35.0,-21.0,35.0,3.06,1.59,M0III,0.0,1.0,2016-07-20
191,180711,7310,94376,Altais,57 Dra/57Del Dra/HD 180711/HR 7310/β pm 186/δ Dra,Altais,δ Dra,57 Dra,Dra,288.13875,67.661541,94.0,93.0,25.0,32.0,3.07,1.0,G9III,0.0,0.0,2016-08-21
192,76294,3547,43813,ζ Hya,16 Hya/16Zet Hya/HD 76294/HR 3547/ζ Hya,,ζ Hya,16 Hya,Hya,133.84833333333333,5.945555555555556,-99.0,14.0,23.0,35.0,3.11,1.0,G9II-III,0.0,0.0,
193,93813,4232,52943,ν Hya,4 Crt/HD 93813/HR 4232/Nu Hya/ν Hya,,ν Hya,4 Crt,Hya,162.40625,-16.19361111111111,94.0,200.0,-1.0,28.0,3.11,1.25,K2III,0.0,0.0,
194,167618,6832,89642,η Sgr,Eta Sgr/HD 167618/HR 6832/β 760/η Sgr,,η Sgr,,Sgr,274.4066666666667,-36.76166666666666,-128.0,-167.0,1.0,45.0,3.11,1.56,M3.5III,0.0,1.0,
195,196171,7869,101772,α Ind,Alp Ind/HD 196171/HJ 5209/HR 7869/α Ind,,α Ind,,Ind,309.39166666666665,-47.29138888888889,53.0,66.0,-1.0,46.0,3.11,1.0,K0IIICNIII-IV,0.0,0.0,
196,39425,2040,27628,Wazn,Bet Col/HD 39425/HR 2040/WFC 31/β Col,Wazn,β Col,,Col,87.739968,-35.76831,59.0,401.0,89.0,23.0,3.12,1.16,K2III,0.0,0.0,2016-07-20
197,76644,3569,44127,Talitha,9 UMa/9Iot UMa/HD 76644/HJ 2477/HR 3569/HU 628/ι UMa,Talitha,ι UMa,9 UMa,UMa,134.80189,48.041826,-444.0,-226.0,9.0,75.0,3.12,0.19,A7IV,0.0,1.0,2016-07-20
198,156164,6410,84379,Sarin,65 Her/65Del Her/BNU 5/HD 156164/HR 6410/Σ 3127/δ Her,Sarin,δ Her,65 Her,Her,258.757963,24.839204,-21.0,-157.0,-40.0,44.0,3.12,0.08,A3IV,0.0,1.0,2016-09-12
199,80493,3705,45860,α Lyn,40 Lyn/40Alp Lyn/HD 80493/HR 3705/ΟΣ 571/α Lyn,,α Lyn,40 Lyn,Lyn,140.26375,34.3925,-221.0,19.0,38.0,25.0,3.13,1.55,K7IIIab,0.0,1.0,
200,82668,3803,46701,N Vel,HD 82668/HR 3803/N Vel,,,,Vel,142.8054166666667,-57.03444444444444,-32.0,4.0,-14.0,22.0,3.13,1.55,K5III,0.0,1.0,
201,100841,4467,56561,λ Cen,HD 100841/HR 4467/Lam Cen/RST 3746/SHT 39/λ Cen,,λ Cen,,Cen,173.945,-63.01972222222222,-41.0,-5.0,-1.0,,3.13,-0.04,B9III,0.0,0.0,
202,132200,5576,73334,κ Cen,HD 132200/HDS 2116/HR 5576/I 1260/Kap Cen/κ Cen,,κ Cen,,Cen,224.79041666666663,-42.10416666666667,-19.0,-24.0,8.0,,3.13,-0.2,B2IV,0.0,1.0,
203,152786,6285,83081,ζ Ara,HD 152786/HR 6285/Zet Ara/ζ Ara,,ζ Ara,,Ara,254.65499999999997,-55.99027777777778,-19.0,-36.0,-6.0,44.0,3.13,1.6,K3III,0.0,0.0,
204,156283,6418,84380,π Her,67 Her/67Pi Her/HD 156283/HR 6418/π Her,,π Her,67 Her,Her,258.76166666666666,36.80916666666666,-26.0,4.0,-26.0,25.0,3.16,1.44,K3IIab,0.0,1.0,
205,47670,2451,31685,ν Pup,HD 47670/HR 2451/Nu Pup/ν Pup,,ν Pup,,Pup,99.44041666666668,-43.19611111111111,2.0,-6.0,28.0,,3.17,-0.11,B8III,0.0,1.0,
206,82328,3775,46853,θ UMa,25 UMa/25The UMa/HD 82328/HR 3775/β 1071/θ UMa,,θ UMa,25 UMa,UMa,143.21416666666667,51.67722222222222,-954.0,-531.0,15.0,52.0,3.17,0.46,F6IV,0.0,1.0,
207,155763,6396,83895,Aldhibah,22 Dra/22Zet Dra/HD 155763/HR 6396/STA 1/ζ Dra,Aldhibah,ζ Dra,22 Dra,Dra,257.19665,65.714684,-20.0,22.0,-17.0,23.0,3.17,-0.12,B6III,0.0,0.0,2017-09-05
208,173300,7039,92041,φ Sgr,27 Sgr/27Phi Sgr/HD 173300/HR 7039/OCC 9185/φ Sgr,,φ Sgr,27 Sgr,Sgr,281.4141666666667,-26.99083333333333,53.0,0.0,22.0,,3.17,-0.11,B8III,0.0,0.0,
209,32630,1641,23767,Haedus,10 Aur/10Eta Aur/HD 32630/HR 1641/η Aur,Haedus,η Aur,10 Aur,Aur,76.628722,41.234476,29.0,-68.0,7.0,22.0,3.18,-0.18,B3V,0.0,1.0,2017-06-30
